text,analysis,score
今天和朋友去图书馆复习，结果一不小心睡着了📚,（疲惫）对复习中的疲倦感到不适，情绪负面。,30
刚刚买了一把吉他，打算开始学弹唱，超期待🎸,（自信）对学习新技能的期待和自信，情绪正面。,85
今天去了一家甜品店，结果蛋糕太甜了，齁得慌🍰,（不满）对甜品过于甜腻感到不适，情绪负面。,35
刚刚被朋友安利了一部悬疑片，剧情太烧脑🧠,（理性）对悬疑片的复杂情节感到烧脑，但感到满足，情绪中性偏正面。,65
今天去学校的运动场跑步，结果遇到了初恋，好尴尬😅,（尴尬）对偶遇初恋感到尴尬，情绪中性偏负面。,35
刚刚和朋友去网吧开黑，结果全程被虐，果然手残🎮,（失落）对游戏表现感到失望，情绪负面。,30
今天吃了自制的炸鸡，虽然油烟满天飞，但味道不错🍗,（满足）对自制炸鸡的成就感和满足感，情绪正面。,75
刚刚参加了学校的社团活动，感觉挺有意思的🤹‍♂️,（满足）对社团活动的兴趣和满足感，情绪正面。,75
今天去了一家新的咖啡馆，点了杯超好喝的咖啡☕,（满足）对新咖啡馆体验感到极大的满足和愉悦，情绪正面。,80
刚刚在宿舍做了个大扫除，感觉整个人都清爽了🧼,（满足）对宿舍的清洁和成就感，情绪正面。,75
今天去看了一场电影，结果居然睡着了，太无聊了🎬,（厌倦）对电影内容感到无聊，情绪负面。,30
刚刚和朋友去逛了夜市，买了好多小吃，幸福感爆棚🍢,（满足）对夜市体验感到极大的满足和愉悦，情绪正面。,85
今天去学校的健身房锻炼，结果感觉自己瘦了几斤💪,（满足）对锻炼后的身体变化感到极大的满足和成就感，情绪正面。,75
刚刚在宿舍自己煮了顿意大利面，虽然有点咸但还行🍝,（满足）对自己烹饪成果感到成就感，情绪正面。,70
今天上课又迟到了，老师的眼神让我一阵心虚👀,（担心）对迟到后的可能后果感到担忧，情绪负面。,35
刚刚看了一本超好看的小说，推荐给大家📖,（满足）对小说内容感到极大的满足和愉悦，情绪正面。,80
今天去了一家新的美甲店，结果被弄疼了，郁闷💅,（不满）对美甲体验感到不适和不满，情绪负面。,35
刚刚和朋友去逛了植物园，看到好多漂亮的花🌷,（满足）对植物园的体验感到极大的满足和愉悦，情绪正面。,80
今天在宿舍里打了一整天的游戏，感觉有点废了🎮,（疲惫）对长时间游戏后的疲惫感到不适，情绪负面。,30
刚刚看完一部老电影，虽然画质差但情节超好🎥,（满足）对老电影的情节感到极大的满足和欣赏，情绪正面。,80
今天去学校的操场跑步，结果遇到了好久不见的朋友👫,（喜悦）对与朋友的重逢感到喜悦和满足，情绪正面。,80
刚刚在宿舍和舍友们一起打麻将，结果被虐惨了😅,（失落）对麻将比赛的结果感到失望，情绪负面。,30
今天去学校的图书馆找资料，结果书都借光了📚,（失落）对借书失败感到失望，情绪负面。,30
刚刚和朋友去玩了桌游，结果笑到肚子疼😂,（喜悦）对游戏中的欢乐感到极大的愉悦，情绪正面。,85
今天吃了学校附近的新开餐厅，味道还不错🍜,（满足）对新餐厅的体验感到满意，情绪正面。,75
刚刚看了一部新的科幻片，特效超赞，推荐给大家🎬,（满足）对科幻片的视觉效果感到极大的满足和愉悦，情绪正面。,80
今天去学校的体育馆打篮球，结果被虐得不行🏀,（失落）对篮球比赛的结果感到失望，情绪负面。,30
刚刚和朋友去喝了奶茶，居然发现了新口味，好好喝🧋,（满足）对新发现的奶茶口味感到极大的满足和愉悦，情绪正面。,80
今天去学校的咖啡馆学习，结果光顾着聊天了☕,（平淡）对学习任务没有明显情绪波动，情绪中性。,50
刚刚买了一双新球鞋，迫不及待想去试试🏀,（自信）对新鞋的喜爱和期待感到极大的自信和满足，情绪正面。,85
今天和朋友们一起去健身，结果全程在拍照📸,（平淡）对健身的期待落空，情绪中性。,50
刚刚看完一部新的爱情片，剧情感人得我泪流满面💔,（悲伤）对爱情片的情感冲击感到悲伤，情绪负面。,10
今天去学校的食堂吃饭，居然碰到了高中同学，好巧👀,（惊讶）对偶遇老同学感到惊讶，情绪中性。,50
刚刚和朋友去看了一场喜剧片，笑得我肚子疼😂,（喜悦）对喜剧片的体验感到极大的愉悦，情绪正面。,85
今天去了一家新的披萨店，结果味道太一般了🍕,（失望）对新披萨店的味道感到失望，情绪负面。,30
刚刚看完一部新的动漫，结果剧情太狗血了🤦‍♂️,（不满）对动漫剧情感到强烈不满，情绪负面。,35
今天去学校的操场跑步，结果下起了大雨，全身湿透🌧️,（不满）对意外情况感到不适，情绪负面。,40
刚刚被舍友带去夜店玩了一晚，感觉自己还年轻🎉,（满足）对夜店体验感到满足和愉悦，情绪正面。,80
今天吃了学校的自助餐，结果发现种类多了好多🍱,（满足）对食堂自助餐的丰富性感到极大的满足和愉悦，情绪正面。,80
刚刚在宿舍煮了个火锅，虽然简单但很有满足感🍲,（满足）对自己动手做火锅的成就感和满足感，情绪正面。,75
今天去学校的健身房锻炼，结果只坚持了十分钟💪,（失落）对自己锻炼的表现感到失望，情绪负面。,30
刚刚和朋友去玩了真人密室逃脱，结果吓得半死🧟‍♂️,（恐惧）对密室逃脱的惊吓感到恐惧，情绪负面。,20
今天去学校的图书馆复习，结果一不小心睡着了📚,（疲惫）对复习中的疲倦感到不适，情绪负面。,30
刚刚买了一副新的耳机，音质好到爆，超满意🎧,（满足）对新耳机的音质感到极大的满足和愉悦，情绪正面。,85
今天和朋友去了一家新的餐厅，结果味道很一般🍝,（失望）对新餐厅的味道感到失望，情绪负面。,30
今天去学校的运动场锻炼，结果发现自己体能真差🏋️,（失落）对自己体能的表现感到失望，情绪负面。,30
刚刚和朋友去吃了火锅，辣得我嘴巴都麻了🔥,（满足）尽管感到麻辣的刺激，但总体表现出享受美食的满足感。,75
今天在宿舍里煮了顿拉面，虽然简单但味道不错🍜,（满足）对简单食物的满足感明显，情绪正面。,75
刚刚看完一部新出的电影，剧情超感人，泪目了😭,（悲伤）对电影的情感冲击感到悲伤，情绪负面。,10
今天去学校的操场跑步，结果碰到了初恋，好尴尬😳,（尴尬）对偶遇初恋感到尴尬，情绪中性偏负面。,35
刚刚和朋友去逛了夜市，买了好多好吃的，幸福感爆棚🍡,（满足）对夜市体验感到极大的满足和愉悦，情绪正面。,85
今天去了一家新的书店，买了好多喜欢的书📚,（满足）对书店购物的满足感明显，情绪正面。,80
刚刚在宿舍和舍友们一起打桌游，结果被虐惨了🎲,（失落）对桌游比赛的结果感到失望，情绪负面。,30
今天去学校的图书馆复习，结果全程在玩手机📱,（失落）对复习的自我表现感到失望，情绪负面。,30
刚刚看完一部经典老片，虽然画质差但剧情超棒🎥,（满足）对老电影的情节感到极大的满足和欣赏，情绪正面。,80
今天去学校的运动场跑步，结果脚踝扭伤了，倒霉😓,（痛苦）对意外受伤感到痛苦和不适，情绪负面。,20
刚刚被舍友安利了一部新剧，结果一看就停不下来了📺,（满足）对剧集的兴趣和满足感，情绪正面。,75
今天吃了学校附近的网红餐厅，结果味道一般🍝,（失望）对网红餐厅的味道感到失望，情绪负面。,30
刚刚在宿舍里煮了一顿大餐，虽然手忙脚乱但还挺好吃🍳,（满足）对自己烹饪成果感到成就感，情绪正面。,75
今天去学校的健身房锻炼，结果全程被虐得不行🏋️‍♂️,（疲惫）对锻炼后的身体疲惫感到不适，情绪负面。,30
刚刚和朋友去喝了奶茶，发现了超好喝的新口味🧋,（满足）对新发现的奶茶口味感到极大的满足和愉悦，情绪正面。,80
今天去学校的食堂吃饭，居然碰到了初中同学，好巧👀,（惊讶）对偶遇老同学感到惊讶，情绪中性。,50
刚刚看完一部新的悬疑片，剧情太烧脑，推荐给大家🧠,（理性）对悬疑片的复杂情节感到烧脑，但感到满足，情绪中性偏正面。,65
今天去学校的操场跑步，结果被太阳晒得不行🌞,（不满）对日晒感到不适，情绪负面。,40
刚刚和朋友去玩了真人密室逃脱，结果成功逃脱了，爽🧟‍♀️,（满足）对成功完成任务感到极大的满足和愉悦，情绪正面。,85
今天去学校的图书馆借书，结果书全被借走了📚,（失落）对借书失败感到失望，情绪负面。,30
刚刚在宿舍做了个手工DIY，虽然手残但还挺有成就感✂️,（满足）对自己动手做DIY的成就感和满足感，情绪正面。,75
刚刚在校门口遇到一只流浪猫，感觉比老师还可爱～😺,（满足）对流浪猫的喜爱和愉悦感，情绪正面。,80
今天中午在食堂吃的饭菜真的是辣眼睛啊，为什么我总是遇到这种糟糕的食堂？🔥😩,（不满）对食堂饭菜的质量表示强烈不满，情绪负面。,40
终于完成了一周的作业，打算去游戏里大肆庆祝一番！🎮🎉,（满足）对完成作业后的放松感到满足和愉悦，情绪正面。,85
昨晚熬夜看完了一整季的剧，今天果然精神不济，唉，谁让追剧如此让人上瘾呢！📺😴,（疲惫）对追剧后的疲倦感到不适，情绪负面。,30
这学期的老师真的太难搞了，不知道怎么才能让他们放过我～😣📚,（不满）对老师的要求感到困扰和不满，情绪负面。,40
今天去外面吃了家新开的火锅店，辣得我眼泪直流，但真的是太好吃了！🔥😋,（满足）尽管感到麻辣的刺激，但总体表现出享受美食的满足感。,75
在操场上打篮球，感觉自己都快成为专业运动员了，哈哈哈🏀💪,（自信）对自己在运动中的表现感到自信和满足，情绪正面。,85
和朋友一起去爬山了，真的是累死了，体力都快被榨干了，还好景色超级美！⛰️🌄,（满足）尽管疲惫，但对景色感到满足和愉悦，情绪正面。,80
某某老师的课堂真的是无聊到极点，每次都想偷偷玩手机😂📱,（厌倦）对课堂的无聊感到厌倦，但带有轻松的语气，情绪偏负面。,35
今天去看了新上映的电影，感觉真的是值回票价啊！🎬🍿,（满足）对电影的质量感到极大的满足和愉悦，情绪正面。,85
自从开始减肥，吃的东西都变得超级无聊了，好想吃点好的啊！🍕😭,（失落）对减肥食物感到厌倦和失落，情绪负面。,30
在图书馆遇到一个非常认真的学霸，真是让人自愧不如，哈哈！📖💪,（自信）对学霸的敬佩带有轻松的自嘲，情绪中性偏正面。,70
终于拿到期末考试的成绩单了，虽然不怎么理想，但也算是有进步！📈🎓,（满足）对成绩的进步感到满足，情绪正面。,75
晚上和朋友去KTV唱歌，感觉自己真的是天生的歌唱家！🎤🎶,（自信）对自己歌唱表现的自信和满足感，情绪正面。,85
今天被老师批评了，真是丢人啊，估计这周末都没法开心了😔,（失落）对被批评感到失落和尴尬，情绪负面。,30
